id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted
452,Wagner,Alina,Dr.,interested,,,,,,,,,,"düsseldorf, nordrhein-westfalen",,NRW,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Gerne im Raum Düsseldorf,"ist Ltd. OA 

20.04.2023 - TP:
Remscheid zu weit weg. 

11.04.2023 - TP:
Leiter Remscheid vorgeschlagen",alina.wagner@yahoo.de,+49 1824087356,,48113-11-21 00:00:01,2lobpxisn7095i3bzhhu1vej1a6ikr,
477,Meyer,Mila,Dr.,interested,,,,,,,,,,bonn,,,,,,Facharzt,Radiologie,Raum Bonn,"03.03.2023 - TP:
vielen Dank für das verlockende und sehr interessante Angebot. 

Ich bin leider regional sehr angebunden, d. h. im Raum Bonn. Ein Wechsel nach Düsseldorf käme für mich weniger in Frage.",mila.meyer@outlook.com,+49 1623292709,,2025-08-28 23:59:00,2qdmbgjvv50bbttdzbdq1b240dy0db,Email
495,Fischer,Anna,,interested,,,,,,,,,,"düsseldorf, köln",,,,,,Facharzt,Radiologie,Raum Köln - Düsseldorf zu weit,"Seit 2024 Ärztlicher Leiter bei LifeLink

22.02.2023 - TP: 
Hallo Herr Putilin.
Entschuldigen Sie bitte die Verzögerung. Aber Karneval hatte mich ein bisschen in den Bann gezogen.
Ich habe mit meiner Frau zusammen mal überlegt und wir sind dann doch zu dem Schluss gekommen, dass die Stelle zu weit von zuhause weg liegt.
Ich möchte mich für Ihre Geduld und die nette Konversation herzlich bedanken und wünsche Ihnen bei der weiteren Suche viel Erfolg.
Mit freundlichen Grüßen
Marcel Leisten",anna.fischer@gmail.com,+49 1786214366,,2025-08-28 23:59:00,0fuzm4ghmk0s19ybq0z802tszrclb3,LinkedIn
499,Zimmermann,Mila,Dr.,contacted,,,,,,,,,,dresden,,,,,,Facharzt,Radiologie,für Dresden vorgestellt Conradia als Leiter - abgelehnt,"24.07.2023 - TP:
Elblandkliniken haben 3 Standorte
hat 10 Jahre klinische Erfahrung
hat Mamma gemacht (weiter auch gerne Interesse) 
5 Monate zum Q-Ende
180-185k p.a. OK
ist auch Verwaltungsfachangestellter
CA-Vertretung gemacht
Frage: Welcher Aufgaben erwarten ihn / werden gefordert? 

Als Referenzen kann ich Ihnen folgende Personen benennen, diese wissen Bescheid, dass sie ggf. angerufen werden, aber nicht um welche Stelle es sich handelt.
 
Herr CA Dr. med. Pilz -  03522/532751 ist Montag, Dienstag und Freitag von 08:00 bis 13:30 Uhr und am Donnerstag von 13:30 bis 16:30 Uhr zu erreichen. Urlaub hat er vom 31.07. bis 04.08.2023.
Er kann Auskunft zu Vertretung, Organisation und Allgemeinem geben.
 
Frau CÄ Dr. med. Breyer -  03521/743/2605 unter Ihr habe ich die Ausbildung im Jahr 2014 genießen dürfen.
 
Frau Dr. med. Sempf -  03435/941244 Sie kann Angaben zur Mammographie- und MRT- sowie Ultraschallausbildung geben.

CT und Röntgen. MRT muss wieder einarbeiten",mila.zimmermann@yahoo.de,+49 1471740826,,48113-11-21 00:00:01,2bmikehzsj1lp3kx7mfp04af6tv3kx,
511,Wagner,Johanna,,contacted,,,,,,,,,,"CH, baden-württemberg, bayern",,,,,,Assistenzarzt,Radiologie,"Will nur in CH, Bayern oder BW arbeiten",,johanna.wagner@web.de,+49 1121254827,,48113-11-21 00:00:01,10vv90mmrs20l28q10no1h7xf1jbdx,
512,Krüger,Mara,Dr.,interested,,,,,,,,,,CH,True,Schweiz,,,,Facharzt,Radiologie,hat unterschrieben,placed bei Rodiag,mara.krüger@gmail.com,+49 1108068362,,2025-05-23 23:59:00,2qblbdbk2d18idyiwxft0q0ody4e8i,Email
526,Becker,Paula,Dr.,contacted,,,,,,,,,,"schleswig, schleswig-holstein",,,,,,Assistenzarzt,Radiologie,AA letztes Wbj - will sich selbst vorstellen sh Email,,paula.becker@yahoo.de,+49 1770952488,,48113-11-21 00:00:01,1in5whzp1p0wl3q28u4f1eus6enimi,
528,Weber,Isabella,,interested,,,,,,,,,,dortmund,,,,,,Facharzt,Radiologie,Dortmund und Umgebung,"stv. Leiter bei Evidia

Engelskirchen und Wien angeboten

5 Jahre Praxis. MSK, Herz Q1 und Prostata Q1, kein Mamma, Kein Interventionen. 

14.03.2023 - TP: angeschriben Lin wg Radevormwald

ich bin offen für eine leitende Position, im Praxisbereich, im Krankenhaus oder auf regionaler Ebene, aber nur wenn diese in Dortmund oder in der nahen Umgebung ist",isabella.weber@web.de,+49 1827364887,,2025-09-05 23:59:00,0h3jaa2rcn1zzh3uydwz1b8mamqy49,LinkedIn
535,Schneider,Mila,Dr.,interested,,,,,,,,,,berlin,,,,,,Facharzt,Radiologie,Berlin,"23.06.2023
Guten Tag Frau Rusakow,

insgesamt bin ich nicht festgelegt ob MVZ oder Praxis. Ein zeitnaher Wechsel kommt für mich aktuell denke ich aufgrund meiner familiären Situation mit kleinen Kindern zuhause jedoch noch etwas zu früh. Gerne dürfen Sie mir jedoch weiterhin Angebote zukommen lassen.

Mit freundlichen Grüßen
Anselm Mayer.",mila.schneider@yahoo.de,+49 1964015542,,48113-11-21 00:00:01,1ocj09vzq00gu664pr0s055q8kt1nn,
538,Schneider,Nina,Dr.,interested,,,,,,,,,,"heidelberg, mannheim",,,,,,Facharzt,Radiologie,Mannheim Heidelberg,Raum Mannheim Heidelberg,nina.schneider@outlook.com,+49 1987504883,,48113-11-21 00:00:01,1i0o6htdds193f85dfo21co2lja0ii,
541,Hoffmann,Lea,Dr.,contacted,,,,,,,,,,"CH, DE",,,,,,Facharzt,Radiologie,offen für Umzug aus CH nach DE,"26.01.2023 - TP:

Stuttgart Leiter med360 angeboten. 

6 MOnate schnee ist zu viel

welches haus ist es? olga ?rente der der aktuellen CA

kurzfristig Aufhebung

umsatzerwartungen und zahlen im Vorfeld sprechen

business plan für die praxis

offene karten spielen

wichtig mit in die übernahmen eingebunden

es muss nicht nur die zahl stimmen auch das drumherum muss stimmen, man muss wissen was man für verantwortung dafür übernimmt

business plan

offen unterhalten welche erwartungen man hat und was man dafür bekommt

will vollgas arbeiten und aufbauen

frau ist in stuttgart gros geworden

in ulm studiert

umsatzerwartungen

hat seien angestellten auch 180k bezahl. wekchers rahmen hat der variable anteil und wann bekommt man den - finanzielle Sicherheit ist wichtig

betriebswagen vielleicht frau ist wicht günstige immobilien??

gerne persönlihc treffen",lea.hoffmann@gmail.com,+49 1395649469,,48113-11-21 00:00:01,1f2xokwly51paa9d4dst1zjw7ws9ko,
545,Fischer,Lea,Dr.,interested,,,,,,,,,,berlin,,,,,,Facharzt,Radiologie,Berlin,"05.04.2023 - TP: Conradia Berlin abgelehnt


21.02.2023 - TP:
Hallo Herr Putilin, vielen Dank für Ihre Nachrichten! Mein aktuelles Jahresgehalt sind 135 Tsd brutto all inclusive. Ich möchte mich nicht verschlechtern, idealerweise verbessern. Wären wir bei der GF-Assistenz bei ca. 150, bei Teilzeitstelle (3d à 10h also 75%) entsprechend zwischen 103 und 113. Über alles weitere (gestaffelt nach Probezeit o.Ä.) bin ich bereit zu reden. Kündigungsfrist haben Sie richtig in Erinnerung. Einzige Problematik hier- habe Ende Juli/ Anfang August Urlaub mit fester Buchung, den würde ich gerne nutzen. Viele Grüße, Christian Meybaum",lea.fischer@yahoo.de,+49 1709545120,,48113-11-21 00:00:01,2gwnfu1k46129f4db71t23tac6u0rf,
569,Weber,Julia,Dr.,contacted,,,,,,,,,,"böblingen, stuttgart",,,,,,Facharzt,Radiologie,WhatsApp - 50 km um Böblingen (Stuttgart),"26.01.2023 - TP:
Whats App schauen!! 

jetzt Sindelfingen - keine MFA und MTRA und deswegen keine leute mehr bekommen

Stuttgart Notlösung  weil jetzt 20-25 min und stuttgart 45 min

will dann 75-80%",julia.weber@outlook.com,+49 1728506235,,48113-11-21 00:00:01,1909bca4qz1rd2htof0i2n2wzh99fy,
571,Schwarz,Lea,Dr.,contacted,,,,,,,,,,"CH, baden-württemberg",,,,,,Facharzt,Radiologie,"will 3,5 Jahre Nuk Weiterbildung bis DoppelFA - Rhein Nekar, Süd BW, Nord Schweiz","13.03.2024 - TP:
Sehr geehrter Herr Breig,

Ich hoffe, Sie haben eine angenehme Woche. 

Gerne möchte ich unseren Kontakt aus 2020 aufgreifen und mich erkundigen, ob ich Ihnen einen Weiterbildungsassistenten für Nuklearmedizin (noch 3,5 Jahre zum FA) vorstellen darf? Der Kollege ist bereits 2 Jahre FA für Radiologie und wünscht sich eine neue berufliche Herausforderung, bei der er seinen Doppelfacharzt abschließen kann.

Er hat großes Interesse seine Kenntnisse im Bereich des PET/CT zu vertiefen, wobei er sich natürlich über ein breites Tätigkeitsspektrum, sowie eine langfristige Perspektive freuen würde. 

Über eine kurze Rückmeldung, ob ich Ihnen den Kollegen unverbindlich vorstellen darf und ein kurzes Gespräch vorab mit Ihnen, würde ich mich sehr freuen. 
Herzlichen Dank im Voraus. 


07.03.2024 - TP:
Tel. will Weiterbildung (braucht Therapiestation) noch 3,5 Jahre machen bis dann DoppelFA",lea.schwarz@yahoo.de,+49 1650541083,,48113-11-21 00:00:01,17ewd1f5hg2hwu4rf6ps0c00229y56,
573,Weber,Emma,,interested,,,,,,,,,,hamburg,,,,,,Facharzt,Radiologie,sucht als AA in HH,"02.12.2022 - TP: Aktuell habe ich noch nicht die Facharztprüfung abgelegt.
Ich suche eine Stelle als Assistenzarzt im Raum Hamburg, in einem Krankenhaus oder einer Praxis.",emma.weber@yahoo.de,+49 1083911230,,48113-11-21 00:00:01,1uara9b0xf0wb73tdmwc27426x4njn,
575,Meyer,Mara,Dr.,interested,,,,,,,,,,"bonn, nordrhein-westfalen",False,NRW,,Facharzt,Standortleiter,Facharzt,Radiologie,Bonn und Umgebung,"will Leitung haben. Hat ein Haus gekauft in Bonn. Ist aktuell bei Praxisnetz Radiologie
Kann MRT,CT,Rö, Prostata und Mamma, aber kein Screening",mara.meyer@gmail.com,+49 1044004279,,2025-06-03 23:59:00,2aos67zrht2fs4cwa3km19qjo9d7u5,Tel.
585,Wolf,Maria,Dr.,interested,,,,,,,,,,"aachen, nordrhein-westfalen",,NRW,,Facharzt,"Facharzt, Standortleiter",Facharzt,Radiologie,Aachen und Umland,"hat ein eigenes Haus gekauft auf der niederländischen Seite bei Aachen. Hat auch ein Haus bei Münster. Arbeitet bei Life Link ehemals Radiologie Aachener Land. Macht viele Fortbildungen: Q1 KI, Q1 MRT und CT Herz, Q2 MSK, Q1 Lunge
hat einen neuen Vertrag mit 160+ und 1 Tag Home Office. Hat ein Angebot für eine OA Stelle nur Home Office. Hat eine Freundin in Hamm die ggf. an Praxis interessiert ist.",maria.wolf@outlook.com,+49 1042312584,,2025-08-15 23:59:00,0u9ri1whjj0edr2wuy461sso290sp2,Tel.
587,Wolf,Elena,Dr.,contacted,,,,,,,,,,stuttgart,,,,,,Facharzt,Radiologie,placed an med360 Stuttgart 02/2023,"30.01.2023 - TP:


26.01.2023 - TP:
Ich war viele Jahre als Gesellschafter und Geschäftsführer sowie als Radiologiemanager in eigener Praxis sowie für einen Investor tätig.
Gerne per Mail, da ich mich bis Ende der Woche im Urlaub befinde.

Kurz umrissen: 
Ich selbst war von 2000-2018 als Mitgesellschafter im MVZ Diagnostikzentrum Esslingen / Kirchheim niedergelassen und von 2018 an als Geschäftsführer, Leiter MVZ in Esslingen  für die RH-Diagnostik und Therapie tätig.
Zuletzt habe ich für die RH-DT Gruppe als Radiologiemnager im Cluster Stuttgart federführend u.a. die Vereinheitlichung der PACS und  RIS- Systeme sowie die Einführung eines zentralen Call- und Servicecenters begleitet.
Radiologisch liegt mein Schwerpunkt  in der Schnittbild- sowie zweitrangig der Mammadiagnostik.
Desweiteren bin ich derzeit Kommissionsmitglied der Ärztlichen Stelle nach Röntgenverordung der LÄK Baden-Württemberg.",elena.wolf@web.de,+49 1054978691,,48113-11-21 00:00:01,0szqkzjud316h3zekzqf1jjuqdjvgl,
590,Richter,Maria,Dr.,contacted,,,,,,,,,,"CH, sachsen, sachsen-anhalt",,,,,,Facharzt,Radiologie,CH St. Gallen,,maria.richter@outlook.com,+49 1153732265,,48113-11-21 00:00:01,1dkxcinww91nmetphmbq0g0316798m,
598,Krüger,Nina,,interested,,,,,,,,,,berlin,,,,Oberarzt,"Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,ist OA in Berlin,"ist OA in Berlin

16.02.2023 - TP:
ab 2019 FA und bekommt jetzt 140k bei 80% und inkl. 4 Dienste. Will nur Geld. 


02/2022 als OA dort angefangen - Teilzeit",nina.krüger@gmail.com,+49 1360195699,,2023-02-22 23:59:00,2n9afyyqry0ettpuzwj51bid88a8un,LinkedIn
624,Bauer,Anna,Dr.,interested,,,,,,,,,,düsseldorf,,,,,,Facharzt,Radiologie,will Teilzeit nur 1 Tag pro Woche im Raum Düsseldorf,"06.01.2023 - TP:
Ich werde tatsächlich in Teilzeit in einem anderem Fachgebiet anfangen.  Das heisst, als Radiologin könnte/würde ich flexibel als Honorarärztin oder fest für einen Tag die Woche arbeiten. Wenn bei einem Ihrer Kunden für ein solches Modell Bedarf besteht, dann kontaktieren Sie mich gerne.

24.11.2022 - TP: Dies ist dem Umstand geschuldet, dass ich mich aktuell im Beschäftigungsverbot mit nachfolgendem Mutterschutz befinde und nur unregelmäßig bei Xing reinschaue. Nach der Elternzeit in ca. 1,5 Jahren bin ich selbstverständlich für neue Stellen offen und freue mich, wenn wir in Kontakt bleiben.

Leitung Martinus angeboten 

die Stelle klingt an sich sehr interessant, jedoch werde ich zunächst  nur in Teilzeit arbeiten, und bezweifle zudem, dass ich nach der Elternzeit direkt in einer führender Position anfangen kann.",anna.bauer@yahoo.de,+49 1072979043,,48113-11-21 00:00:01,26zj59owuk0c66krdfm11uqztzp5th,
626,Schwarz,Emma,Dr.,contacted,,,,,,,,,,dresden,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,bei Conradia Dresden anonym vorgestellt - ab 200k,"24.07.2023 - TP:
Q2 MRT und CT Herz
seit 2001 FA
seit 2006 Neuroradiologie
seit 2008 Ltd. OA
2 Abteilungen mit aufgebaut ( MRT und Neuroradiologie) 
kommt aus Praxis Dr. Amler
Fokus Schnittbilddiagnostik und konv. Neuroradiologie


Der Bewerber ist seit   20 Jahren Facharzt, seit   15 Jahren mit der Zusatzbezeichnung Neuroradiologie und ist seit   10 Jahren als leitender OA tätig. Gleichzeitig hat er in dieser Zeit 2-mal erfolgreich eine radiologische Abteilung mit Spezialisierung mit aufgebaut und besitzt darüber hinaus auch das Q2 CT und MRT Herz Zertifikat. Seine aktuellen Schwerpunkte sind die Schnittbilddiagnostik und die diagnostische Neuroradiologe. 

Beide Standorte der Conradia sind ihm aus seinem näheren Umfeld gut bekannt und er bringt gleichzeitig auch eine Verbundenheit mit der Region Dresden, sowie ein regionales Netzwerk mit. 
Zu beachten wäre jedoch, dass seine aktuelle Vergütung bereits dem genannten Budget von 180-185k p.a. entspricht und ein Wechsel für ihn deshalb nur unter verbesserten finanziellen Bedingungen infrage kommt.",emma.schwarz@web.de,+49 1476678385,,48113-11-21 00:00:01,2g3c5ylqxj2cpq2eu2lf08wh3u0oj5,
634,Schneider,Lena,Dr.,contacted,,,,,,,,,,kiel,,,,,,Facharzt,Radiologie,macht Forschung und Neurologie in Kiel,,lena.schneider@outlook.com,+49 1420533905,,48113-11-21 00:00:01,0neuw6besz1d3uqlugc50nf5v139cf,
640,Klein,Lena,Dr.,interested,,,,,,,,,,stuttgart,,,,,,Facharzt,Radiologie,SP Mammografie in Raum Stuttgart,"22.05.2023 - TP:
Brunstzentum Frankfurt abgelehnt weil kein Umzug möglich. 

03.02.2021: Tel. arbeitet in einer Praxis in Stuttgart. Ist jetzt Stellvertreter vom Chef wenn der im Urlaub ist. Ist Programmverantwortlicher Arzt Mammografie. SP sind MRT und Mammografie. Will sich weiterentwickeln. Ist offen für alle Orte wenn Teilhaberschaft oder Leitungsposition. 180k all in kommunizeirt. Will CV senden.
08.02.2021: Nachfrageemail gesendet. 
09.02.2021: Will sich am Vormittag melden.
10.02.2021: Hat abgesagt, weil Gegenangebot von AG bekommen.",lena.klein@gmail.com,+49 1382586095,,48113-11-21 00:00:01,1xlv796n432eg32grail0k1sqjh5wy,
641,Schulz,Julia,,interested,,,,,,,,,,"köln, nordrhein-westfalen",,NRW,,,,Facharzt,Radiologie,Köln und Umgebung,"20.03.25: TP - ist in Leverkusen unschön abgesprungen. 

05.12.2024 - TP:
Leverkusen Leiter Schnittbildangeboten mit 150k p.a. am Anfang.",julia.schulz@gmail.com,+49 1110869689,,48113-11-21 00:00:01,1m1j7mlrgz1dq1koxv4r18odbeif63,
642,Becker,Emma,Dr.,contacted,,,,,,,,,,mannheim,,,,,,Facharzt,Radiologie,Mannheim/ Ludwigshafen,,emma.becker@web.de,+49 1347872245,,48113-11-21 00:00:01,1r2mpwm3gu29bkvj5g8f0u02pxr3tp,
643,Schmidt,Johanna,,interested,,,,,,,,,,"leipzig, sachsen",,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Leipzig und Sachsen,"14.12.2022 - TP:
vielen Dank für ihre Nachricht, diese sticht wirklich aus der den übrigen Anfragen hervor durch die detailreiche Beschreibung, so dass man sich unter den Vor-Ort Gegebenheiten etwas vorstellen kann. Das finde ich super.
Derzeit bin ich wohnort-technisch auf Leipzig/ Sachsen fixiert, da gerade Kind Nr 2 geboren wurde und wir hier unser soziales Netzwerk haben.",johanna.schmidt@gmail.com,+49 1304459671,,48113-11-21 00:00:01,1y3blpkj6r1tmvq75cwc20zhfnlfvf,
645,Weber,Elena,Dr.,contacted,,,,,,,,,,ulm,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Ulm und 50km Radius,"26.01.2023 - TP:

vielen Dank für Ihre ausführliche Nachricht. Leider kommt die Stelle für mich aufgrund der Entfernung aktuell (noch) nicht in Betracht, ich wohne in Ulm und bin dort auch bis auf weiteres auf einen Radius bis ca. 50 km beschränkt, was meine Arbeitsstelle betrifft. Vielleicht ändert sich das ja in ein paar Jahren, wenn meine Tochter etwas älter ist. 

Sehr geehrter Herr Putilin, 
mit Interesse habe ich Ihre Stellenanzeige für die MVZ-Leitung in BW gelesen. Um welchen Ort handelt es sich genau? Je nach Entfernung von meinem aktuellen Wohnort käme die Stelle für mich in Frage. Ich bin promovierte FÄ für Radiologie mit Ökonomiestudium (MHBA), zusätzlich mit europäischen Diplomen in Radiologie und Neuroradiologie (EDiR, EDiNR) und Oberarzterfahrung. 
Mit freundlichen Grüßen, 
Dr. Johanna Schöppach, MHBA",elena.weber@web.de,+49 1557576273,,48113-11-21 00:00:01,11ylmkbf6y2q0kjlifnu17vjtuy89e,
652,Weber,Elena,Dr.,contacted,,,,,,,,,,köln,,,,,,Facharzt,Radiologie,Köln und 30min Umgebung in TZ - kein med360 - kurz vor Entscheidung bei Strahleninstitut Köln,"03.03.2023 - TP:
will ab 01.04. wieder in TZ arbeiten
will 150-160k 
kann diagnostik, prostata und interventionen alles sehr gut
lebt rechtsrheinisch in Dellbrück, Leverkusen und alles 30min Umgebung
Mamma gerne nach einarbeitung 
TZ 5 Tage pro Woche und dann nur Vormittags
MVZ oder größere Klinik",elena.weber@outlook.com,+49 1019678903,,48113-11-21 00:00:01,0lcvbophzj25er24ev8n2p5jm4cro1,
657,Schulz,Johanna,Dr.,interested,,,,,,,,,,"berlin, rostock",,,,,,Facharzt,Radiologie,ab 2024 in Berlin oder Rostock,"31.01.2023 - TP:
Hallo Herr Putilin,
danke für Ihre Nachricht. Ich bin derzeit nicht interessiert.
Gerne können sie mich nächstes Jahr nochmalig kontaktieren. Gerne für den Raum Berlin oder Rostock.
Mit freundlichen Grüßen
Barbara Simon",johanna.schulz@yahoo.de,+49 1804084497,,48113-11-21 00:00:01,0vnxqlr0280uf7qy61tf2j39joxnak,
662,Zimmermann,Paula,,contacted,,,,,,,,,,pegnitz,,,,Freelancer,,Facharzt,Radiologie,Freelancer - placed nach Pegnitz,hat das englische Zertifikat für Teleradiologie gemacht.,paula.zimmermann@yahoo.de,+49 1452470268,,2025-10-21 23:59:00,0vvuoywomj12vlgk5u0o272wlirzks,Tel.
663,Becker,Isabella,,interested,,,,,,,,,,"berlin, brandenburg",,,,,,Facharzt,Radiologie,Berlin und Brandenburg - Mitte 2023 (jetzt 02/2023 noch in Elternzeit),interessiert für Berlin,isabella.becker@outlook.com,+49 1388625692,,48113-11-21 00:00:01,2npolhn48x118wldz4jw1vl5sc2ygw,
670,Weber,Lena,Dr.,contacted,,,,,,,,,,stelle,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,aktuell 02/2023 neue Stelle,"21.02.2023 - TP:
Hallo Herr Putilin, aktuell bin ich in einer neuen Stelle und recht zufrieden. Daher muss ich aktuell passen. Vielen Dank trotzdem für das Angebot. 
Freundliche Grüße
Jonas Stief

nicht dieses Jahr 2021 - vllt später",lena.weber@gmail.com,+49 1694080315,,48113-11-21 00:00:01,23x15j6cwg0v35jqrc6h1m3p8kiqt3,
678,Klein,Isabella,Dr.,interested,,offen,,,,,,,,"köln, nordrhein-westfalen",False,NRW,,"Facharzt, Oberarzt","Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,Köln und Umgebung,"war bei Med360, kann aber gerne wieder. Nur nicht mit Dr. Gülz als Chef. 
Will Köln , wohnt in Porz, und pendeln ist OK. Will 4 Tage woche TZ, keine Dienste, nur Diagnostik, 
will 170k bei 40h 
3M zum Monatsende KF
kann MSK und Neuro, Kein Mamma, kein Prostata, kein Herz.",isabella.klein@outlook.com,+49 1091690091,,2025-05-16 23:59:00,1vvznv1j5527vrvao2p92bdi1dktu2,Tel.
679,Wagner,Mara,,contacted,,,,,,,,,,gladbeck,,,,,,Facharzt,Radiologie,seit 01/2023 bei Radiologie Gladbeck & Kirchhellen,Standortleitung am EVK Herne Eickel blikk Gruppe,mara.wagner@web.de,+49 1780918843,,48113-11-21 00:00:01,1nb1gternd286wjvaye81at819h45t,
707,Weber,Laura,,interested,,,,,,,,,,"nürnberg, ohne",,,,,,Facharzt,Radiologie,Nürnberg - 32 Stunden- Tätigkeit ohne Dienste,Nürnberg - 32 Stunden- Tätigkeit ohne Dienste,laura.weber@yahoo.de,+49 1866764130,,48113-11-21 00:00:01,280xg230vw0vijglu0ol0jdldul8r9,
708,Fischer,Isabella,Dr.,Hot / is searching,,,,,,,,,,norden,True,,,Chefarzt,"Chefarzt, Standortleiter",Facharzt,Radiologie,will in den Norden - war schon Chefarzt,"3 Monate KFrist
war schon in Wismar Urlaub machen
180k ist ok",isabella.fischer@web.de,+49 1931229866,,2026-01-02 23:59:00,0z32xnm6nu1yqz9gpakv1h8hfbae9y,Tel.
71,Weber,Julia,Dr.,interested,,,,,,,,,,bamberg,,,,,,Facharzt,Strahlentherapie,Seit Mitte 2023 in Bamberg,"09.02.2024 - TP: Tel. heute
Seit Mitte 2023 in Bamberg
Gefällt der Familie nicht
6 M Kündigungsfrist
kann zum Jahresende Umziehen
Kind 3 J. alt
Umzug OK
Vollzeit oder 80%, nicht weniger
Will Telefonat, dann Hospitation
Muss man alle Standorte (RoMed) abdecken
Wie ist das Gehalt 
wie viele MA und Untersuchungen am Tag
Brachytherapie dort oder in München? 
auch gerne wissenschaftlich
bei RoMed vorgestellt",julia.weber@outlook.com,+49 1282397969,,48113-11-21 00:00:01,1umshhry2l2jjmsd1oc00ecxpuw6kj,
729,Hoffmann,Isabella,Dr.,contacted,,,,,,,,,,ulm,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,bis 01/2023 an Bundeswehr - ab 02/2023 offen Umgebung Ulm,"26.01.2023 - TP:
leider früher raus aus BW nicht möglich

Wunschgehalt: 185k p.a. ohne Dienste

Verfügbarkeit zeitlich: ab 01.02.2023
Verfügbarkeit räumlich: Ulmer Region, 50-60km um Ulm, Schwiegereltern Schwarzwald und Göppertal

2 Jahre orthoopödie und chirrugie und

2 Jahr Harusarzt

3 Jahre jetzt FA, Alstfa und Obararzt

viele Orga aufgaben.

ab dieses Jahr QM bis 2024 machen

MSK Q1 im Herbst

Wo schon selbst beworben:



gerne klinik ist super, nur praxis ist zu langweilig

stuttgart kommt der mann und sie ist zur grundschule gegangen

maximalversorger

taumanetztwerk und hubschrauber

aktuell in Elternzeit und macht vertretung für radiologische Praxis 30 Stunden und viele MCK und 3,0 Tesla da

ab 2023 dann Vollzeit

geht auch 46 Stunden versteht das auch dass dass man mehr machen kann

gerne auch Home Office",isabella.hoffmann@outlook.com,+49 1403284127,,48113-11-21 00:00:01,0qbpuqz2hz00awt4pr4y0g82q4xr00,
73,Krüger,Maria,Dr.,contacted,,,,,,,,,,nordrhein-westfalen,,,,,,Facharzt,Strahlentherapie,ltd Arzt oder CA NRW und Umgebung,"24.06.2024: CDT Katiran Frechen abgelehnt, Dr. Lüttgen empfohlen - TP:",maria.krüger@yahoo.de,+49 1543051621,,48113-11-21 00:00:01,1dniyxerxa0lohv8kzpn20ikhojbwy,
739,Fischer,Mara,,contacted,,,,,,,,,,DE,,,,,,Facharzt,Radiologie,"ab 2028 für DE, macht aktuell DoppelFA","15.10.2024 - TP:
Für die nächsten drei Jahre habe ich momentan in der Schweiz geplant. 

Danach bin ich aber prinzipiell für eine interessante Position auch in Deutschland offen.",mara.fischer@outlook.com,+49 1462373840,,48113-11-21 00:00:01,0zokmrjwzn1klcfxmbmf1nspwggsbb,
74,Wagner,Laura,Dr.,interested,,,,,,,,,,münchen,,,,,,Facharzt,Strahlentherapie,will München und Umgebung,"08.10.2024 - TP:
will in eine Praxis ohne Dienste
ab 03/2025 bis dahin befristeten Vertrag
bisher kommt sie nicht ans MRT
will mit erfahrenen Kollegen arbeiten
will spezialisieren MSK , Herz, Prostata und auch gerne Mamma",laura.wagner@yahoo.de,+49 1802017321,,48113-11-21 00:00:01,211o3kd8jg079lqugpjm05j37pqncl,
740,Koch,Maria,,contacted,,,,,,,,,,nordrhein-westfalen,,NRW,,Assistenzarzt,"Facharzt, Oberarzt",Assistenzarzt,Radiologie,,,maria.koch@web.de,+49 1866594971,,48113-11-21 00:00:01,1h8gqllfqq0akca5p0rv249kh46h0s,
