id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,arbeitsort,wohnort,wunscharbeitsort,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,minicrm_id,how_where_contacted,last_contact,gehaltswunsch,skills,cv_pdf,export_timestamp,export_date
253,Schulz,Emma,Dr.,interested,,,,,,DE,ganz Deutschland,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",will Ltd. OA mit interv. Neuroradiologie,"Tel. macht Anfang des Jahres SP Neuroradiologie. Will dann Ltd. OA oder CA mit Interventioneller Neuroradiologie
Hat Modul E 
Für F braucht man noch 2 Jahre",emma.schulz@yahoo.de,+49 1619722944,,19k0vb25ev0xbenlmryl10l6z3fzlc,Tel.,,136000,,,2026-02-04 23:43:39,2026-02-04
259,Koch,Elena,Dr.,interested,,,,,,"CH, DE","ganz Deutschland, Schweiz",,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,Neuroradiologie,nur interv. Neuroradiologie,"Tel. Ist OA im Krupp bei Chapeao, hat mehr als 400 Thromektomien selbst gemacht. Will nur Interventionell in Zukunft arbeiten und das ganze Spektrum inkl. AVM, Fistel etc. machen.",elena.koch@web.de,+49 1178356880,,2ajgfyro0s0vk70q8myf2a84mxj8c2,Tel.,,140000,,,2026-02-04 23:43:39,2026-02-04
260,Richter,Mila,Dr.,interested,,,,,,"AT, CH, DE","ganz Deutschland, Österreich, Schweiz",,Ltd. OA,Chefarzt,Facharzt,Neuroradiologie,will CA Neuroradiologie,"hat Modul E und F 
machen ca. 200 Thrombeltomien
30 AVM 70 Aneurysmen 20 Durafisteln, ähnlihc St- Gallen. Kennt Hellstern
Hat jetzt 250k deswegen St. Gallen nicht interessant
Umzug OK ist flexibel, 
gerne CA in DE oder entsprechende Position in CH mit 300 CHF
Leitet die Neuroradiologie in Karlsruhe seit 4 Jahren.",mila.richter@outlook.com,+49 1244672812,,1jf21ap3st21dnscc5wf0bdf6s2uh6,Tel.,,86500,,,2026-02-04 23:43:39,2026-02-04
261,Koch,Lena,PD Dr.,interested,,,,,,"AT, CH, DE","ganz Deutschland, Österreich, Schweiz",,Ltd. OA,"Ltd. OA, Chefarzt",Facharzt,Neuroradiologie,FA Neuroradiologie mit E und F,"Hellstern leider abgesagt

will mehr Action. Ist seit einem Jahr in Esslingen aber es ist nicht spannend. 
Hat Modul E und F
Kann alles, mit etwas einarbeitung. 
war mehr als 20 Jahre an der Uni.  jahre als Ltd. OA in Uni Gießen
1 Jahr OA in Salzburg
hat SP Neuroradiologie und hat nur das gemacht. 
will je mehr desto besser arbeiten. 

Wichtig sind Motivation und Klima. FA seit 2014. 
Hat die Österreichische Zulassung und alle Papiere für CH aber noch keine MEBEKO.",lena.koch@outlook.com,+49 1452801055,,1gyndu1ndr1h75vo6y2x2hsl1nyi6x,Email,,99500,,,2026-02-04 23:43:39,2026-02-04
263,Hartmann,Elena,,interested,,,,,,münchen,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,westlich von München,"25.04.2024 - TP:
Tel. ist jetzt nicht aktiv auf der Suche aber gerne ansprechen wenn ich etwas in der Nähe habe

24.02.2024 - TP:
Tel. Ziehen mit Ehefrau nach Bad Wörnishofen. Frau ist Neurologie und Psychiatrie
hat PET-CT Kenntnisse aber keine Fachkunde. Kein Mamma, kein Angio. 
CT-Interventionen ja
SP MSK
eher Klinik aber kommt drauf an
150 jetzt, 165-175 will ohne Dienste",elena.hartmann@gmail.com,+49 1808250262,,2ok7vn3l2t049qm7a8qj2db5ogqe2i,Email,,163500,,,2026-02-04 23:43:39,2026-02-04
895,Hoffmann,Lea,Dr.,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,,lea.hoffmann@gmail.com,+49 1287256495,,2lmk36cm4g06vb23oyxo2h5xd1l1mj,,,89500,,,2026-02-04 23:43:39,2026-02-04
1160,Wolf,Lisa,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,lisa.wolf@gmail.com,+49 1150945233,,26fff8dvkh2kmojscpwm295eg04h5t,,,88500,,,2026-02-04 23:43:39,2026-02-04
1162,Koch,Julia,,interested,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"04.05.2023 - vmartynenko:
interessiert an Stellen als Chefarzt, Unfallchirurgie/Orthopädie, Wirbelsäulenchirurgie, Raum Sachsen",julia.koch@web.de,+49 1472528251,,16bnnt7rfy2jkblam1591dm182pnp8,,,99000,,,2026-02-04 23:43:39,2026-02-04
1163,Schwarz,Laura,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,laura.schwarz@gmail.com,+49 1984723127,,1ux8bw9zqt1ql54i3dyk25llc4oknv,,,97000,,,2026-02-04 23:43:39,2026-02-04
288,Hoffmann,Laura,,interested,,,,,,baden-württemberg,,,Facharzt,"Facharzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Leben in BW,"21.02.2023 - TP:
Ich habe kein Interesse an einem Stellenwechsel im Raum NRW, da unsere Familie demnächst wahrscheinlich nach Baden-Württemberg umzieht.",laura.hoffmann@yahoo.de,+49 1749981744,,1quzmdvj781qmkjjnu010nl9ac5olk,,,86000,,,2026-02-04 23:43:39,2026-02-04
336,Hartmann,Anna,Dr.,contacted,,,,,,CH,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Leitung oder CA aber mit viel  Geld - kommt aus CH und Frau Dermatologin,"04.01.2023 - TP:
Hisichtlich einer Weiterentwicklung am neuen Standort: Will sich im Sport Bereich aktivieren Arthrosgrafie und rheumatologische sachen, tumorbildgebung und weichteiltumore, knochen, MSK Radiologie in Stuttgart aufbauen

Wunschgehalt: 200k Leitung Praxis fix und später mehr bei Leitung MVZ
Vorgestellt für Leiter Stuttgart aber von Segali abgelehnt. 

Verfügbarkeit zeitlich: 6 Monate, kann vorher ab 3 Monate reduzieren auf 20%
Verfügbarkeit räumlich:

Karl olga krankenhaus hatte kontakt anfang corona Zeit

wie viele untersuchungen gibt es ?

will nach Deutschland zurück aus persönlichen Gründen, und auch damals deswegen beworben in Stuttgart

hat eine sehr hohe Konkurrenz in Bern, Zuweiserpflege ist sehr harte Arbeit und hat da viel Erfahrung

Einen Tag pro Woche zu Zuweisern gehen und Marketing machen

ist seit 2015 schon im Inselspital

Frau ist Dermatologin, kann Sie da ein Zimmer in der Nähe haben?",anna.hartmann@web.de,+49 1721400305,,1hv2ltwccf1r53lawdey0a2xk46dk8,,,129500,,,2026-02-04 23:43:39,2026-02-04
362,Neumann,Nina,Dr.,interested,,,,,,"berlin, potsdam",,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Berlin und Potsdam,"23.02.2023 - TP:

anbei zunächst mein nicht personalisiertes CV. Auf Anfrage sende ich gern ein Exemplar mit den persönliche Daten. 
Da ich gerade im Januar den AG gewechselt haben, bitte ich um äußerste Diskretion. Offiziell bin ich auch nicht „open to work“ und sicher kein „job hopper“. Grund für  den vergangenen Wechsel war, dass ich in der Start up Szene einfach die Routineradiologie vermisst habe. Außerdem sollte ich erwähnen, dass ich mich mit Titeln wie ltd. Oberärztin oder gar Chefärztin nicht besonders wohl fühle. Falls Sie fragen, wie lange ich beabsichtige noch zu arbeiten, antworte ich proaktiv: solange wie möglich.

Weitere Kommunikation bitte gern per Mail. 

ja, nur Berlin und Potsdam",nina.neumann@yahoo.de,+49 1353156227,,2oclaqbrtp06cz5cayma24lzgvfojk,,,96500,,,2026-02-04 23:43:39,2026-02-04
893,Zimmermann,Lena,,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,"22.12.2022 - vmartynenko:
Interesse an Chefarztstellen in der Schweiz",lena.zimmermann@outlook.com,+49 1810317033,,2nszvqdtsb0vxzzr1hn92op7slggz5,,,82500,,,2026-02-04 23:43:39,2026-02-04
367,Schmidt,Elena,Dr.,interested,,anrufen,,,,"CH, DE","ganz Deutschland, Schweiz",,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Zürich oder Basel etwas spannendes,"Gerne Universitäre Großstadt weil Partnerin in der Forschung arbeitet (Neuro  an Tieren)
Wohnt Köln linksrheinisch
Will Schnittbild bleiben oder auch gerne kleinere Interventionen
Macht SP MSK, Herz und Prostata
40% Herz und Gefäß 40% CT onko
MRT 50% MSK und resdt kopf neuro und onkolo
Wien angeboten
6 monate zum Q-Ende
für Freundin Zürich ideal wegen Forschung",elena.schmidt@gmail.com,+49 1812109870,,0j6iokhwo607ds4jotcr1n2jl1vhde,Tel.,,90500,,,2026-02-04 23:43:39,2026-02-04
1169,Neumann,Johanna,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,johanna.neumann@yahoo.de,+49 1170991651,,1ql5mrwyhr017rp4i1mw2mpk5149et,,,99000,,,2026-02-04 23:43:39,2026-02-04
1170,Schwarz,Lisa,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,lisa.schwarz@gmail.com,+49 1451493194,,25k0rhjz0n1cxb7zi3fq1op5uxb60x,,,91500,,,2026-02-04 23:43:39,2026-02-04
1171,Bauer,Nina,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"22.02.2023 - 
Sucht eine Ltd Oberarzt Stelle in NRW, hat sowohl Sp. UCH, als auch sp. Orthopädie:",nina.bauer@yahoo.de,+49 1713648063,,00xuxpmp3s13zmh62jzx2qnpqodp0h,,,94000,,,2026-02-04 23:43:39,2026-02-04
1172,Müller,Emma,Dr.,interested,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,emma.müller@yahoo.de,+49 1050966237,,0i9mw686jm0zt6pptvkz2d25sjfdbm,,,94500,,,2026-02-04 23:43:39,2026-02-04
1173,Meyer,Emma,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,emma.meyer@outlook.com,+49 1921234931,,15tfyck19r0b737w91ez0v0hutqyex,,,101000,,,2026-02-04 23:43:39,2026-02-04
1174,Krüger,Clara,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"01.03.2023 - EB:
Wirbelsäulenchirurg",clara.krüger@web.de,+49 1339551475,,04bioxje0m21lsyhjit026rjrbb060,,,98500,,,2026-02-04 23:43:39,2026-02-04
383,Richter,Mara,Dr.,interested,,vor Ort Besuch,,,,DE,ganz Deutschland,,Teilhaber / Gesellschafter / Inhaber,Gesellschafter,Facharzt,Radiologie,nur Teilhaberschaft,"Dr. Bader in Wien hat sich für Leppig entschieden. 

18.07.2025: Tel. Hat bei Uhlenbrock eine Teilhaberschaft angebten bekommen. Wie in WIen sich vorstellen. 
Ist verheiratet aber Wien sehr gerne. 
Deckt alles ab 
MSK ist Brot und Butter
Kann Herz und Prostata MRT
MR Angio auch
Teams Termin und dann nach Wien kommen

12.09.2024 - TP:
MSK, Prostata und Kardio interessieren mich. 
Das nehmen sie richtig an, dass ab April keine Dienste mehr infrage kommen

11.09.2024 - TP:
Aktuell bin ich in den Endzügen meiner Facharztausbildung an der Uniklinik Essen. Ab April nächsten Jahres bin ich auf der Suche nach einem Kassensitz/Teilhaberschaft einen Radiologischen Praxis und würde mich freuen, wenn Sie sich bei Interesse und entsprechenden Vakanzen bei mir melden würden.",mara.richter@yahoo.de,+49 1303937360,,1fgz399ein13ngtjnblq2mb6hegz2t,Tel.,,293500,,,2026-02-04 23:43:39,2026-02-04
391,Becker,Elena,Dr.,interested,,,,,,"CH, DE, nordrhein-westfalen","ganz Deutschland, Schweiz, NRW",,Facharzt,"Standortleiter, Gesellschafter",Facharzt,Radiologie,"offen - MSK, Prostata und Herz","TZ 80% 
Kann MSK, Prostata und Herz. 
Geis abgelehnt wegen Kinder und TZ
Eine langfristige Beteiligung an einer Praxis würde ihr sehr gefallen und auch ihr Ehemann (FA für Anästhesie) kann ich gut vorstellen in Wien eine neue berufliche Herausforderung anzutreten. Sie haben 2 schulpflichtige Kinder, sodass ein Umzug mit einer langfristigen Verlagerung des gemeinsamen Lebensmittelpunkts verbunden wäre. 

Frau Dr. Geis bringt fundierte ambulante Erfahrung mit, wobei Sie das gesamte diagnostische MRT-Spektrum inkl. Prostata und Herz abdeckt. Sie arbeitet zurzeit mit einem Pensum von 80% ,wobei man diesen Punkt in einem weiterführenden Vieraugengespräch gerne abstimmen kann. Zu beachten bleibt, dass ein Umzug zum 01.01.2026 schwierig wäre.",elena.becker@outlook.com,+49 1196042826,,2lajz3t1bb1a8ltyfbvh1b6quh5hr9,Tel.,,84500,,,2026-02-04 23:43:39,2026-02-04
1183,Müller,Clara,Dr.,interested,,,,,,,,,,,Assistenzarzt,Orthopädie & UCH,,,clara.müller@web.de,+49 1298153519,,0lhq7q8zxm1c6s8yhv9n0lrt6bvm8g,,,66500,,,2026-02-04 23:43:39,2026-02-04
1184,Becker,Anna,,interested,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"13.06.2023 - vmartynenko: aktuelles Gehalt 6500-7000€ netto pro Monat

Maximal 50 min von Halle entfernt. Köthen käme in Frage!

CV kommt bis Wochenende!",anna.becker@gmail.com,+49 1371762865,,16pydlfhwz0xov26nq4q1lghazt6gi,,,80500,,,2026-02-04 23:43:39,2026-02-04
1185,Richter,Mila,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,mila.richter@outlook.com,+49 1532607585,,2qnvjdyvc520fbvl6kjs1ast5v5sbo,,,90500,,,2026-02-04 23:43:39,2026-02-04
426,Hoffmann,Isabella,Dr.,contacted,,,,,,"dortmund, münster, osnabrück",,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,"Münster, Dortmund, Osnabrück - Praxis","03.03.2023 - TP:
Sehr geehrte Frau Boss,

ich antworte Ihnen von meiner privaten email, über die Sie mich am besten in Zukunft kontaktieren.
Vielen Dank, dass Sie mich in Erwägung ziehen.
Letzten Endes ein zugeschnittenes Angebot, da ich vergleichbar genau derartige Position an meinem jetzigen Standort bekleiden werde.
Ich bin durch Hausbau und Familie fest an Münster gebunden und gleiche Position steht mir bevor, sodass das sehr gute Angebot rein örtlich nicht infrage kommt, auch wenn wir Düsseldorf ebenfalls sehr schätzen.
Sollten Sie oder Kollegen aber in Zukunft im Raum Münsterland radiologische Praxispositionen im Umkreis bis Dortmund und Osnabrück zu vermitteln wissen, können Sie mich gerne kontaktieren.
Als Steigerung zur anstehenden Position suche ich aber eher die Gesellschafterpositionen als Anstellungen.

BG aus Münster

Philipp Heermann

Dr. med. Philipp Heermann
Facharzt für Radiologie 
Q2 Zertifikat Herz CT/MRT | DRG
Q1 Zertifikat Prostata | DRG
Q1 Zertifikat MSK | DRG
Leiter DRG–Zentrum für kardiovaskuläre Bildgebung 
Ludgerus–Kliniken Münster | 
Praxis für Radiologie Spital Wessling",isabella.hoffmann@yahoo.de,+49 1174028272,,0psswzbau01hbwsmdr0z1syvwv2zsq,,,105500,,,2026-02-04 23:43:39,2026-02-04
440,Krüger,Anna,Dr.,interested,,,,,,"bonn, köln",,,,,Facharzt,Radiologie,Raum Bonn Köln - kein Med360,"wegen Köln angefragt.

30.10.2023 - TP:
30.10.2023: 
Sehr geehrter Herr Putilin
Ich habe aktuell ein weiteres Angebot bekommen, dem ich gerade nachgehen werde. Ich laufe ungerne zweigleisig und würde das Angebot von 360 erstmal vertagen. Vielen Dank für Ihre Mühe. 
Mit freundlichen Grüßen 
Fabienne Höthker 


Guten Tag Herr Putilin
An sich bin ich an den Möglichkeiten imteressiert, mich mit gerade mal 49 Jahren beruflich zu verändern. 
Es sollte im Raum Köln Bonn sein (in 3-5 Jahren ggf auch im hohen Norden (Lübeck/Kiel).
Ich suche eine angestellte Position. 
Ich kann über MRT, CT,  Röntgen,  Sonographie inkl Doppler/Duplex, Mammographie, Mamma Stanzen nahezu alles. Prostata und Herz vielleicht ist nicht unbedingt mein Schwerpunkt. 
Ca 30h die Woche,  kein Nachtdienst,  kein WE (nur freiwillig ab und zu). 
Gehalt sollte meinem sehr weiten Feld ab Wissen angepasst sein. Das ist auch primär der Grund, warum ich mich aktuell umschaue, da hier keine wesentliche Dynamik des Gehaltes erfolgt. Seit knapp 9 Jahren bin ich angestellte Radiologin in einer Praxis, davor Oberärztin im KH. Bitte meine Mail Adresse erstmal nicht an andere Arbeitgeber schicken sondern nur mir Informationen zu vakanten Stellen zukommen lassen. 
Herzliche Grüße 
Fabienne Höthker",anna.krüger@yahoo.de,+49 1488441858,,1vk1p4p7jb0ml91x1kjr0bbjpdsuj4,Email,,100500,,,2026-02-04 23:43:39,2026-02-04
296,Klein,Clara,,interested,,,,,,essen,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,nur um Essen und Ruhrgebiet,"14.03.2023 - TP:
Sehr geehrte Frau Boss,

besten Dank für Ihre eMail.

Es handelt sich hierbei sicherlich um eine attraktive Stelle.

Ich wohne in Essen und bin aktuell (1-2 Jahre) an Essen und seine direkte Umgebung gebunden. Obwohl Düsseldorf nicht so weit entfernt ist, kommt die Stelle aktuell aus organisatorischen Gründen für mich nicht in Frage.

Sie können mir aber gerne weiterhin Stellen aus dem Ruhrgebiet auf meine private eMail  senden.

Mit freundlichen Grüßen


21.02.2023 - TP:
Leiter Martinus angeboten - Email

nur um Essen

13.08.2021: Tel. Grönemeyer Bochum vorgestellt. Kennt das, kennt auch viele Kollegen und auch das Krupp gut. Will noch etwas mehr Action! Haben in Essen ein Haus gekauft! Vereinbart, dass wir in Verbindung bleiben. 
Er wohnt in Essen und hätte gerne was in der Umgebung, Düsseldorf sei ein weinig weit, aber sagte, dass wir ihm einfach Stellen zu schicken sollen und er schaut da drüber.

Das wichtigste sei für ihn der Wohnort.

Er kann alles, auch interventionell.",clara.klein@outlook.com,+49 1382053134,,2j20mnqm2t2bwb0hfh8l0of92w4p8r,,,90000,,,2026-02-04 23:43:39,2026-02-04
323,Schulz,Julia,,Hot / is searching,,,,,,"hamburg, schleswig, schleswig-holstein",,,,,Facharzt,Radiologie,"Schleswig-Holstein oder HH, fängt am 04/2023 neuen Job an","12/2025: Hat Alex bei LinkedIn kontaktiert. Interesse Leiter amb Wismar

22.02.2023 - TP:
Sehr geehrter Herr Putilin,

momentan kommt ein Umzug nicht für mich infrage, ich bin aber weiter an teleradiologischen Angeboten (ohne Nachtdienste) interessiert. Ich wechsele zum 01.04. diesen Jahres in eine Praxis nach Schleswig, da ich mich dort Gehaltstechnisch verbessere und insgesamt eine bessere Perspektive habe.

Viele Grüße,
Nils Budach

21.04.2021 - TP:
Leider kommt das Angebot nicht für mich infrage, da ich nach Stellen in Schleswig-Holstein suche.   Falls Sie Stellenangebote für Schleswig-Holstein (bzw. bei sehr gut vergüteten Angeboten ( 200.000€ p.a. auch Hamburg) oder alternativ zeitlich flexible teleradiologische Angebote haben, können Sie mich sehr gerne benachrichtigen.

teleradiologischen Angeboten aus dem Inn- und Ausland - oder Auswertung klinischer Studien (RECIST 1.1)",julia.schulz@outlook.com,+49 1406246171,,2msrrk4d6u1bfhh7mxz70hgwayyruh,LinkedIn,,138500,,,2026-02-04 23:43:39,2026-02-04
924,Bauer,Julia,Dr.,contacted,,,,,,,,,,,Facharzt,Anästhesie,,,julia.bauer@outlook.com,+49 1105914225,,2gprn07y0w25jwm7dids1f1cu51l3r,,,85000,,,2026-02-04 23:43:39,2026-02-04
442,Zimmermann,Sophie,Dr.,interested,,,,,,hamburg,,,,,Facharzt,Radiologie,offen in Hamburg nur mit Angiographie,"30.11.2022 - TP:
Danke für Ihre Nachricht und Ihre Bemühungen. Legen wir das mal bisweilen auf Eis. Suchen Sie bitte nicht aktiv. Wenn Sie einen Auftrag haben für eine Stellenbesetzung, sagen Sie gerne Bescheid.

24.11.2022 - TP: Tel. Sehr angenehmes Telefonat. Conradia und Dr. Hancken zu weit und keine Angiographie. Will Angiographie weitermachen. Allianz gerne aber nicht Seegeberg


23.11.2022 - TP: momentan bin ich lediglich offen für Angebote im Raum Hamburg. Sollte ich noch immer ins Profil passen, freue ich mich auf Ihre Nachricht.

Conradia in Bergedorf ist mir tatsächlich etwas weit und sonst hat die Conradia ja keine Intervention. Wegen Hancken /Stade hab ich mit Frau Sabine Regine Klein von der Konkurrenz gesprochen. Das passte auch vom Weg nicht. Die Allianz ist immer eine gute Alternative, die ich mir jedoch offen halte wenn ich nicht mehr Angio machen will. Oder gibt es mittlerweile interventionelle Standorte? Wenn ja, rufen Sie gerne morgen vormittag ab 10 Uhr an. 015771843362",sophie.zimmermann@web.de,+49 1122850851,,1jnjdrwr6t1r5zgjcdd80lz688frt2,,,86000,,,2026-02-04 23:43:39,2026-02-04
449,Hoffmann,Emma,Dr.,contacted,,,,,,"münchen, stuttgart",,,,,Facharzt,Radiologie,München oder Stuttgart - gerne mit Option auf Beteiligung,"19.01.2023 - TP:
Tel. leider aktuell aus familieren Gründen kein Umzug nach Stuttgart möglich. Gerne alles sonst direkt anbieten. Gerne anrufen. 

04.01.2023 - TP:
Praxis
1 KV sitz insgesamt
2 Arzt 3 Tage 24h

1500 Schnittbilder pro Quartal 
Einziges offenes MRT in Stuttgart super selling point
P Beteiligugn und ausbau privat serlbstzahler
CT mehr orthopäder aber diese ziehen um 
2 jahre 95% MR Diagnostik und CT 
2 3 Tesla MR und offenes MRT 
Alles Philips 

Leitender MTRA wird auch gesucht
Anmeldiun 2-2,5 
Und 2-3 MTRA
Marketing Kampagne mit offenem MRT 
Sucher Praxis und Zentrale schöne Lage

Bei SANA gibt es keinen CA
Und dann mehr Geld natürlich

40-50 Bilder am Tag
Perspektivisch Einstieg wichtig 
Mitte bis Ende nächsten Jahres im August oder Juni oder Juli 
München oder Stuttgart 
Keine Mamma 
Sequenzen werden von der Gruppe oder durch ihn bestimmt ??",emma.hoffmann@web.de,+49 1489873976,,0w9w39buvx1pg4zv0m9o20xl5zii96,,,164000,,,2026-02-04 23:43:39,2026-02-04
1195,Meyer,Maria,Dr. med.,interested,,,,,,mannheim,,,,,Facharzt,Orthopädie & UCH,Mannheim,,maria.meyer@yahoo.de,+49 1423118228,,1na3q8ss5x2bew4u6sdp0qpqvie1bw,,,81000,,,2026-02-04 23:43:39,2026-02-04
1193,Wagner,Mara,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,mara.wagner@gmail.com,+49 1021035414,,1mb2k5ziwa1y0qq4a0mz1qe5pc82d0,,,103500,,,2026-02-04 23:43:39,2026-02-04
838,Hartmann,Julia,,contacted,,,,,,,,,Oberarzt,"Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Pädiatrie / Kindermedizin,,,julia.hartmann@outlook.com,+49 1972524278,,2dxhz9etx01q9jvsytfq247m20fiph,LinkedIn,,107000,,,2026-02-04 23:43:39,2026-02-04
840,Koch,Lena,,contacted,,,,,,,,,,,Facharzt,Pädiatrie / Kindermedizin,aktuell 05/2025 nein,Ich bedanke mich für die Nachricht aber aktuell bin ich nicht an einer neuen Stelle interessiert,lena.koch@web.de,+49 1423799437,,1nn1wqnbpy00a1ms8pb51gep0tcb60,LinkedIn,,95000,,,2026-02-04 23:43:39,2026-02-04
842,Hartmann,Alina,,contacted,,,,,,,,,,,Facharzt,"Radiologie, Mammographie",auch Mammographie,"05.09.2024 - TP:
Med360  Aktiv   31.07. Nachfrage gesendet
radprax Aktiv    vorgestellt bei Jung
RD TH Absage    wurde von anderen vorgestellt",alina.hartmann@yahoo.de,+49 1021833553,,09dg7k7k3u29k6v2wzl02m9km7flho,,,95000,,,2026-02-04 23:43:39,2026-02-04
843,Klein,Lea,Dr.,interested,,,,,,,,,,,Facharzt,"Radiologie, Mammographie",AA Radiologie - kein Interesse 12/2022,"08.01.2024 - TP: Ich werde voraussichtlich ab Sommer eine OA-Stelle antreten und vorerst nicht in eine Praxis wechseln. Zumal mir die Pendelei nach Gummersbach auch zu viel wäre.


07.12.2022 - TP: Kurz telefoniert. Hat direkt gesagt, dass Sie kein Interesse hat. 

Teleradiologie auch gerne
Mammografie gerne in Zukunft spezialisieren
ende märz 2023 fertig
mai juni FA prüfung
frage nach weiterhinibg
vollzeit
schnittbild
aktuell noch nicht in mammografie reinrotiert
dsa auch aber mag nicht
kündigungsfrsit 6 wochen zum qende

gehalt?

2-3 dienste im monat
jetzt 9-9,5 brotto im monat

6000 ohne Dienste
7,5-8 ist ok
9000 mit diensten

AA Radiologie",lea.klein@outlook.com,+49 1698956705,,2rlrugqd8u28hzdzy8wj0u36645ezh,,,82500,,,2026-02-04 23:43:39,2026-02-04
938,Neumann,Paula,Dr.,interested,,,,,,,,,,,Facharzt,Anästhesie,,Chefarzt,paula.neumann@yahoo.de,+49 1809590066,,04o6s51agb2hykrtir232bpkkb8w4o,,,98000,,,2026-02-04 23:43:39,2026-02-04
978,Wolf,Elena,,interested,,,,,,,,,,,Facharzt,Anästhesie,Will noch die WB in Intensivmedizin machen.,Will noch die WB in Intensivmedizin machen.,elena.wolf@web.de,+49 1428599378,,0k2iruvdg91pw3irqyae17jkrhgmys,,,88500,,,2026-02-04 23:43:39,2026-02-04
528,Weber,Isabella,,interested,,,,,,dortmund,,,,,Facharzt,Radiologie,Dortmund und Umgebung,"stv. Leiter bei Evidia

Engelskirchen und Wien angeboten

5 Jahre Praxis. MSK, Herz Q1 und Prostata Q1, kein Mamma, Kein Interventionen. 

14.03.2023 - TP: angeschriben Lin wg Radevormwald

ich bin offen für eine leitende Position, im Praxisbereich, im Krankenhaus oder auf regionaler Ebene, aber nur wenn diese in Dortmund oder in der nahen Umgebung ist",isabella.weber@web.de,+49 1827364887,,0h3jaa2rcn1zzh3uydwz1b8mamqy49,LinkedIn,,109000,,,2026-02-04 23:43:39,2026-02-04
535,Schneider,Mila,Dr.,interested,,,,,,berlin,,,,,Facharzt,Radiologie,Berlin,"23.06.2023
Guten Tag Frau Rusakow,

insgesamt bin ich nicht festgelegt ob MVZ oder Praxis. Ein zeitnaher Wechsel kommt für mich aktuell denke ich aufgrund meiner familiären Situation mit kleinen Kindern zuhause jedoch noch etwas zu früh. Gerne dürfen Sie mir jedoch weiterhin Angebote zukommen lassen.

Mit freundlichen Grüßen
Anselm Mayer.",mila.schneider@yahoo.de,+49 1964015542,,1ocj09vzq00gu664pr0s055q8kt1nn,,,112500,,,2026-02-04 23:43:39,2026-02-04
541,Hoffmann,Lea,Dr.,contacted,,,,,,"CH, DE",,,,,Facharzt,Radiologie,offen für Umzug aus CH nach DE,"26.01.2023 - TP:

Stuttgart Leiter med360 angeboten. 

6 MOnate schnee ist zu viel

welches haus ist es? olga ?rente der der aktuellen CA

kurzfristig Aufhebung

umsatzerwartungen und zahlen im Vorfeld sprechen

business plan für die praxis

offene karten spielen

wichtig mit in die übernahmen eingebunden

es muss nicht nur die zahl stimmen auch das drumherum muss stimmen, man muss wissen was man für verantwortung dafür übernimmt

business plan

offen unterhalten welche erwartungen man hat und was man dafür bekommt

will vollgas arbeiten und aufbauen

frau ist in stuttgart gros geworden

in ulm studiert

umsatzerwartungen

hat seien angestellten auch 180k bezahl. wekchers rahmen hat der variable anteil und wann bekommt man den - finanzielle Sicherheit ist wichtig

betriebswagen vielleicht frau ist wicht günstige immobilien??

gerne persönlihc treffen",lea.hoffmann@gmail.com,+49 1395649469,,1f2xokwly51paa9d4dst1zjw7ws9ko,,,106500,,,2026-02-04 23:43:39,2026-02-04
