First Name,Last Name,Headline,Job Title,Company,Location,Industry,Email,Linkedin,Profile Picture,Languages,Date of Birth,Followers,Enriched Private Email,Enriched Business Email,Enriched Phone,Notes,Tags,Last contact date,Date Connected,Mutual Connection
Jan,Günther,PD | Standortleiter | Neuroradiologie | EBIR,"Standortleiter, Klinik für Neuroradiologie",Klinikum Droyßig,"Germany, Droyßig, Sachsen-Anhalt, Germany",Medical Practices,jan.günther@mail.de,https://www.linkedin.com/in/jan-günther-347977/,https://media.licdn.com/dms/image/v2/C5603AQFi57lisivkrwvonfqaapjdckw3a0yu0qr0rztm70j8ic/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-10-08 16:30,No
Leonard,Horn,Dr. med. | Ltd. OA | Pädiatrie/ Kindermedizin | EBIR,"Ltd. OA, Klinik für Pädiatrie/ Kindermedizin",Klinikum Oberlahr,"Germany, Oberlahr, Rheinland-Pfalz, Germany",Medical Practices,leonard.horn@mail.de,https://www.linkedin.com/in/leonard-horn-794150/,https://media.licdn.com/dms/image/v2/C5603AQFn3o1yomwy26psfe9sdzxwx34meozog0mkm3k9e9dfdp/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-04-28 17:48,No
Oliver,Albrecht,Prof. Dr. | Facharzt | Neuroradiologie | EBIR,"Facharzt, Klinik für Neuroradiologie",Klinikum Osnabrück,"Germany, Osnabrück, Niedersachsen, Germany",Medical Practices,oliver.albrecht@mail.de,https://www.linkedin.com/in/oliver-albrecht-392813/,https://media.licdn.com/dms/image/v2/C5603AQFt95e9ow64qt51e9srm9g1fzflv6g18q8nwafnc8jaeh/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-08-27 17:45,No
Oliver,Peters,PD | Standortleiter | Chirurgie | EBIR,"Standortleiter, Klinik für Chirurgie",Klinikum Eckfeld,"Germany, Eckfeld, Rheinland-Pfalz, Germany",Medical Practices,oliver.peters@mail.de,https://www.linkedin.com/in/oliver-peters-457591/,https://media.licdn.com/dms/image/v2/C5603AQFvgpqd5t0kdk86jrwytzhos1ugrtd3v6wkrjx734yske/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-08-06 15:28,No
Greta,Günther,Dr. med. | MTRA | Kinderradiologie | EBIR,"MTRA, Klinik für Kinderradiologie",Klinikum Kuhlhausen,"Germany, Kuhlhausen, Sachsen-Anhalt, Germany",Medical Practices,greta.günther@mail.de,https://www.linkedin.com/in/greta-günther-828014/,https://media.licdn.com/dms/image/v2/C5603AQFnb2oy9kv1hy8c0fu5qbi8biombqe04usc0bbz7eclz0/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-08-12 16:40,No
Tim,Schwarz,PD | Chefarzt | Chirurgie | EBIR,"Chefarzt, Klinik für Chirurgie",Klinikum Krombach,"Germany, Krombach, Thüringen, Germany",Medical Practices,tim.schwarz@mail.de,https://www.linkedin.com/in/tim-schwarz-791025/,https://media.licdn.com/dms/image/v2/C5603AQFbmhikcwtdyo8sb0dfa6u3bcztw1z0ys23od5n1lyig5/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-11-13 17:51,No
Leon,Hofmann,Dr. med. | Facharzt | Innere Medizin | EBIR,"Facharzt, Klinik für Innere Medizin",Klinikum Illerrieden,"Germany, Illerrieden, Baden-Württemberg, Germany",Medical Practices,leon.hofmann@mail.de,https://www.linkedin.com/in/leon-hofmann-113702/,https://media.licdn.com/dms/image/v2/C5603AQFxlchn4c4i9qqk25jz98470tqlmogz9tfhpzkmavmzl6/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-05-26 08:09,No
Lukas,Berger,Prof. Dr. | Gesellschafter | Innere Medizin | EBIR,"Gesellschafter, Klinik für Innere Medizin",Klinikum Edingen-Neckarhausen,"Germany, Edingen-Neckarhausen, Baden-Württemberg, Germany",Medical Practices,lukas.berger@mail.de,https://www.linkedin.com/in/lukas-berger-558526/,https://media.licdn.com/dms/image/v2/C5603AQFl5lalwiwt5f7ociw6kjsyvftu8cj99bakdv7ov3e7tg/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-07-14 17:45,No
Frieda,Schröder,Prof. Dr. | Gesellschafter | Anästhesie | EBIR,"Gesellschafter, Klinik für Anästhesie",Klinikum Wolfratshausen,"Germany, Wolfratshausen, Bayern, Germany",Medical Practices,frieda.schröder@mail.de,https://www.linkedin.com/in/frieda-schröder-505230/,https://media.licdn.com/dms/image/v2/C5603AQFyny9vjfdgeo96dhya1in8nbrazdpjnixt35b0fvd4o7/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-07-26 09:45,No
Lisa,Zimmermann,Dr. med. | Assistenzarzt | Innere Medizin | EBIR,"Assistenzarzt, Klinik für Innere Medizin",Klinikum Friedewald,"Germany, Friedewald, Rheinland-Pfalz, Germany",Medical Practices,lisa.zimmermann@mail.de,https://www.linkedin.com/in/lisa-zimmermann-357166/,https://media.licdn.com/dms/image/v2/C5603AQF5cklmszu7l4wwwg44ys1mvk72tthotzlg0wlfaakr0k/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-03-21 09:43,No
Ella,Huber,PD | Oberarzt | Neuroradiologie | EBIR,"Oberarzt, Klinik für Neuroradiologie",Klinikum Neuenstein,"Germany, Neuenstein, Baden-Württemberg, Germany",Medical Practices,ella.huber@mail.de,https://www.linkedin.com/in/ella-huber-862772/,https://media.licdn.com/dms/image/v2/C5603AQFh66a2k1cljz06ptbfrr3hthjv9ilvugmm9ziswr1f8k/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-05-08 12:42,No
Luise,Zimmermann,Dr. | Assistenzarzt | Kinderradiologie | EBIR,"Assistenzarzt, Klinik für Kinderradiologie",Klinikum Mönkhagen,"Germany, Mönkhagen, Schleswig-Holstein, Germany",Medical Practices,luise.zimmermann@mail.de,https://www.linkedin.com/in/luise-zimmermann-736135/,https://media.licdn.com/dms/image/v2/C5603AQF2i29xcawssgwd8msuodmpypxqzn8a590y7z244ezvl4/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-07-23 14:35,No
Andreas,Schmitz,Dr. | sonstige | Neuroradiologie | EBIR,"sonstige, Klinik für Neuroradiologie",Klinikum Eyendorf,"Germany, Eyendorf, Niedersachsen, Germany",Medical Practices,andreas.schmitz@mail.de,https://www.linkedin.com/in/andreas-schmitz-124264/,https://media.licdn.com/dms/image/v2/C5603AQFluuekd1jwoklrr5h70wo29691smhkn0sm4pfnjc7cl2/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-03-07 14:36,No
Alexander,Hoffmann,Dr. med. | Ltd. OA | Pädiatrie | EBIR,"Ltd. OA, Klinik für Pädiatrie",Klinikum Mescherin,"Germany, Mescherin, Brandenburg, Germany",Medical Practices,alexander.hoffmann@mail.de,https://www.linkedin.com/in/alexander-hoffmann-512824/,https://media.licdn.com/dms/image/v2/C5603AQFpsec2h23rfqbmc2v5n7mxt4vsw1nhiew9x8kskab3i6/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-05-18 16:01,No
Anton,Schmidt,Dr. | sonstige | Psychiatrie | EBIR,"sonstige, Klinik für Psychiatrie",Klinikum Hohenwart,"Germany, Hohenwart, Bayern, Germany",Medical Practices,anton.schmidt@mail.de,https://www.linkedin.com/in/anton-schmidt-972560/,https://media.licdn.com/dms/image/v2/C5603AQFk6o4nze6rbj99sf06nmsbfugwap2h8oz33o94o6uqrp/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-10-18 09:18,No
Birgit,Jung,Dr. med. | Standortleiter | Pädiatrie/ Kindermedizin | EBIR,"Standortleiter, Klinik für Pädiatrie/ Kindermedizin",Klinikum Jade,"Germany, Jade, Niedersachsen, Germany",Medical Practices,birgit.jung@mail.de,https://www.linkedin.com/in/birgit-jung-956486/,https://media.licdn.com/dms/image/v2/C5603AQFx0mrgfrzbcp7pwfumo43kfu1rjozzjsir5lp4pybjuu/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-07-16 09:02,No
Finn,Ritter,PD | sonstige | Orthopädie & UCH | EBIR,"sonstige, Klinik für Orthopädie & UCH",Klinikum Schwesing,"Germany, Schwesing, Schleswig-Holstein, Germany",Medical Practices,finn.ritter@mail.de,https://www.linkedin.com/in/finn-ritter-303729/,https://media.licdn.com/dms/image/v2/C5603AQF7jsh9a4edgwbk77000drcsmk1n3vdz9lssm5p1z0kbx/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-07-16 14:50,No
Mia,Schwarz,Dr. | sonstige | Pädiatrie | EBIR,"sonstige, Klinik für Pädiatrie",Klinikum Großröhrsdorf,"Germany, Großröhrsdorf, Sachsen, Germany",Medical Practices,mia.schwarz@mail.de,https://www.linkedin.com/in/mia-schwarz-541646/,https://media.licdn.com/dms/image/v2/C5603AQFkbmenafqedifw00deazojlx98mx6prb9vw7wysgn9bn/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-07-26 10:30,No
Jürgen,Beck,Dr. | sonstige | Neuroradiologie | EBIR,"sonstige, Klinik für Neuroradiologie",Klinikum Kleinfurra,"Germany, Kleinfurra, Thüringen, Germany",Medical Practices,jürgen.beck@mail.de,https://www.linkedin.com/in/jürgen-beck-195007/,https://media.licdn.com/dms/image/v2/C5603AQFxsp4o0urfijp7uyponzvj2682vbh1l27nyifxlfhvsu/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-02-06 14:18,No
Frieda,Beck,Dr. med. | Chefarzt | Anästhesie | EBIR,"Chefarzt, Klinik für Anästhesie",Klinikum Bad Berleburg Schüllar,"Germany, Bad Berleburg Schüllar, Nordrhein-Westfalen, Germany",Medical Practices,frieda.beck@mail.de,https://www.linkedin.com/in/frieda-beck-612019/,https://media.licdn.com/dms/image/v2/C5603AQFqzg3bdgx1u2v6gdymai2wh41ijbpiqoivtizhpw6oh9/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-04-18 15:21,No
Ella,Huber,Standortleiter | Pädiatrie | EBIR,"Standortleiter, Klinik für Pädiatrie",Klinikum Nübel,"Germany, Nübel, Schleswig-Holstein, Germany",Medical Practices,ella.huber@mail.de,https://www.linkedin.com/in/ella-huber-341280/,https://media.licdn.com/dms/image/v2/C5603AQF7eobemekbobf8ptkmcb914oaz5ckk0h1p39yt7fhf02/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-01-05 18:56,No
Tobias,Seidel,Dr. | Chefarzt | Innere Medizin | EBIR,"Chefarzt, Klinik für Innere Medizin",Klinikum Tüchen,"Germany, Tüchen, Brandenburg, Germany",Medical Practices,tobias.seidel@mail.de,https://www.linkedin.com/in/tobias-seidel-546518/,https://media.licdn.com/dms/image/v2/C5603AQFt4t72yf0k70gcfhy13vvmkt268ovbao797dm9illbcl/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-12-06 09:40,No
Matteo,Krämer,Dr. med. | Oberarzt | Orthopädie & UCH | EBIR,"Oberarzt, Klinik für Orthopädie & UCH",Klinikum Krauchenwies,"Germany, Krauchenwies, Baden-Württemberg, Germany",Medical Practices,matteo.krämer@mail.de,https://www.linkedin.com/in/matteo-krämer-491642/,https://media.licdn.com/dms/image/v2/C5603AQF9fefqcy7o5la57x25ngjft5ubrqtxeqtm3uguxlqn3a/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-12-07 16:00,No
Nina,Albrecht,Dr. med. | Gesellschafter | Pädiatrie/ Kindermedizin | EBIR,"Gesellschafter, Klinik für Pädiatrie/ Kindermedizin",Klinikum Niederirsen,"Germany, Niederirsen, Rheinland-Pfalz, Germany",Medical Practices,nina.albrecht@mail.de,https://www.linkedin.com/in/nina-albrecht-603281/,https://media.licdn.com/dms/image/v2/C5603AQFdivhcnn92fmhrdkkfu5qknoo0eki6kj0kpkkrzl7tof/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-05-11 16:40,No
Stefan,Neumann,Dr. med. | Standortleiter | Gynäkologie | EBIR,"Standortleiter, Klinik für Gynäkologie",Klinikum Helferskirchen,"Germany, Helferskirchen, Rheinland-Pfalz, Germany",Medical Practices,stefan.neumann@mail.de,https://www.linkedin.com/in/stefan-neumann-926393/,https://media.licdn.com/dms/image/v2/C5603AQFsmwrdn9322z6xdon7vsbjhs1dpyj0ctn4rw5exldwlb/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-04-10 13:48,No
Sebastian,Schmid,Dr. med. | Chefarzt | Chirurgie | EBIR,"Chefarzt, Klinik für Chirurgie",Klinikum Sankt Thomas,"Germany, Sankt Thomas, Rheinland-Pfalz, Germany",Medical Practices,sebastian.schmid@mail.de,https://www.linkedin.com/in/sebastian-schmid-825729/,https://media.licdn.com/dms/image/v2/C5603AQF3cpzq5qge6i41h6bqct5imwrxeo6y5494wnrlnqcaqz/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-07-13 18:08,No
Christian,Scholz,Dr. | sonstige | Gynäkologie | EBIR,"sonstige, Klinik für Gynäkologie",Klinikum Osterby,"Germany, Osterby, Schleswig-Holstein, Germany",Medical Practices,christian.scholz@mail.de,https://www.linkedin.com/in/christian-scholz-808243/,https://media.licdn.com/dms/image/v2/C5603AQF7n9zwhgjyov6un84dacekif4zoiwmogkitqp9fvyln1/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-06-24 09:19,No
Michael,Schulz,PD | Standortleiter | Pädiatrie/ Kindermedizin | EBIR,"Standortleiter, Klinik für Pädiatrie/ Kindermedizin",Klinikum Nauheim,"Germany, Nauheim, Hessen, Germany",Medical Practices,michael.schulz@mail.de,https://www.linkedin.com/in/michael-schulz-452128/,https://media.licdn.com/dms/image/v2/C5603AQFcbgp2sadl45cg5201rkp2t3ytafu10h13kh5shomhy7/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-10-11 15:51,No
Sophia,Müller,PD | Gesellschafter | Anästhesie | EBIR,"Gesellschafter, Klinik für Anästhesie",Klinikum Kirchham,"Germany, Kirchham, Bayern, Germany",Medical Practices,sophia.müller@mail.de,https://www.linkedin.com/in/sophia-müller-186487/,https://media.licdn.com/dms/image/v2/C5603AQFzb4wwyvanz3rse8fbqvt3bxgig5kx86fh3hajuo93p5/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-07-24 15:04,No
Lea,Haas,Dr. med. | Standortleiter | Kinderradiologie | EBIR,"Standortleiter, Klinik für Kinderradiologie",Klinikum Trochtelfingen,"Germany, Trochtelfingen, Baden-Württemberg, Germany",Medical Practices,lea.haas@mail.de,https://www.linkedin.com/in/lea-haas-623866/,https://media.licdn.com/dms/image/v2/C5603AQF1r34la4m1f5cdkmuimumz7logz12j2kd2mmeu3qy66o/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-07-20 09:15,No
Nina,Haas,Prof. Dr. | sonstige | Innere Medizin | EBIR,"sonstige, Klinik für Innere Medizin",Klinikum Winnenden,"Germany, Winnenden, Baden-Württemberg, Germany",Medical Practices,nina.haas@mail.de,https://www.linkedin.com/in/nina-haas-345287/,https://media.licdn.com/dms/image/v2/C5603AQF33gogwy2d5aaybnvb627x5jqgv5g0rudrkfo8wyokjx/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-12-22 15:30,No
Daniel,Neumann,Ltd. OA | Anästhesie | EBIR,"Ltd. OA, Klinik für Anästhesie",Klinikum Ventschow,"Germany, Ventschow, Mecklenburg-Vorpommern, Germany",Medical Practices,daniel.neumann@mail.de,https://www.linkedin.com/in/daniel-neumann-910167/,https://media.licdn.com/dms/image/v2/C5603AQFcmtqfvlvg43x29f750f5uvsoy0wlsszscujiwohtqmo/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-08-22 08:10,No
Martin,Schuster,Dr. med. | Oberarzt | Psychiatrie | EBIR,"Oberarzt, Klinik für Psychiatrie",Klinikum Waßmannsdorf,"Germany, Waßmannsdorf, Brandenburg, Germany",Medical Practices,martin.schuster@mail.de,https://www.linkedin.com/in/martin-schuster-484322/,https://media.licdn.com/dms/image/v2/C5603AQFh6mzpb1y7lcu12xg4xd2katun6x7qx2th8ps486hzeb/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-07-13 14:52,No
Katharina,Huber,Dr. | Oberarzt | Kinderradiologie | EBIR,"Oberarzt, Klinik für Kinderradiologie",Klinikum Geiselwind,"Germany, Geiselwind, Bayern, Germany",Medical Practices,katharina.huber@mail.de,https://www.linkedin.com/in/katharina-huber-102267/,https://media.licdn.com/dms/image/v2/C5603AQFusyr9wxojhmsdyqnptkxzgk22v6rd9ir5gwshifb19r/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-06-23 08:27,No
Monika,Schulz,Dr. med. | Ltd. OA | Mammographie | EBIR,"Ltd. OA, Klinik für Mammographie","Klinikum Dresden Gompitz, Ockerwitz","Germany, Dresden Gompitz, Ockerwitz, Sachsen, Germany",Medical Practices,monika.schulz@mail.de,https://www.linkedin.com/in/monika-schulz-982843/,https://media.licdn.com/dms/image/v2/C5603AQF9gxcss4e3d7mib7kt4ioztj2mwmqrnnddejv5bnn6k1/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-01-23 10:20,No
Henry,Ritter,Dr. | Gesellschafter | Psychiatrie | EBIR,"Gesellschafter, Klinik für Psychiatrie",Klinikum Tiefenbach,"Germany, Tiefenbach, Bayern, Germany",Medical Practices,henry.ritter@mail.de,https://www.linkedin.com/in/henry-ritter-328976/,https://media.licdn.com/dms/image/v2/C5603AQF2b5goavon7os8u2rxvn9xuq32z41ubd281jv5ivj062/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-03-15 17:25,No
Jan,Sauer,Dr. | MTRA | Neuroradiologie | EBIR,"MTRA, Klinik für Neuroradiologie",Klinikum Bollberg,"Germany, Bollberg, Thüringen, Germany",Medical Practices,jan.sauer@mail.de,https://www.linkedin.com/in/jan-sauer-407037/,https://media.licdn.com/dms/image/v2/C5603AQFvaum7xelj5e2hj0p40zy5j4cniw7yekzb1x6bhf123a/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-09-24 10:35,No
Thomas,Zimmermann,Dr. med. | Chefarzt | Orthopädie & UCH | EBIR,"Chefarzt, Klinik für Orthopädie & UCH",Klinikum Klein Rheide,"Germany, Klein Rheide, Schleswig-Holstein, Germany",Medical Practices,thomas.zimmermann@mail.de,https://www.linkedin.com/in/thomas-zimmermann-657628/,https://media.licdn.com/dms/image/v2/C5603AQF53bweh06kneubmaxm0bsg5zsj3cackch9bqatrifnfy/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-11-24 12:55,No
Maximilian,Meier,sonstige | Diagnostische und Interventionelle Radiologie | EBIR,"sonstige, Klinik für Diagnostische und Interventionelle Radiologie",Klinikum Merschbach,"Germany, Merschbach, Rheinland-Pfalz, Germany",Medical Practices,maximilian.meier@mail.de,https://www.linkedin.com/in/maximilian-meier-517167/,https://media.licdn.com/dms/image/v2/C5603AQFbs2u0r2r17kuhrvt30bthwr70ew6ji47j5yt1pewito/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-02-14 10:10,No
Maximilian,Möller,Dr. | sonstige | Pädiatrie | EBIR,"sonstige, Klinik für Pädiatrie",Klinikum Westgreußen,"Germany, Westgreußen, Thüringen, Germany",Medical Practices,maximilian.möller@mail.de,https://www.linkedin.com/in/maximilian-möller-154738/,https://media.licdn.com/dms/image/v2/C5603AQFxqy9395ssqiyve8cka9sqqjg20f7m25awa106jun8mk/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-09-04 17:47,No
Moritz,Stein,Dr. med. | Oberarzt | Pädiatrie | EBIR,"Oberarzt, Klinik für Pädiatrie",Klinikum Niendorf,"Germany, Niendorf, Schleswig-Holstein, Germany",Medical Practices,moritz.stein@mail.de,https://www.linkedin.com/in/moritz-stein-811323/,https://media.licdn.com/dms/image/v2/C5603AQF4y8wygd78v99qaixs9b4jzbnxbtf4euhi245l7cjkjw/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-08-16 17:42,No
Emily,Böhm,Prof. Dr. | Gesellschafter | Nuklearmedizin | EBIR,"Gesellschafter, Klinik für Nuklearmedizin",Klinikum Schluchsee,"Germany, Schluchsee, Baden-Württemberg, Germany",Medical Practices,emily.böhm@mail.de,https://www.linkedin.com/in/emily-böhm-537651/,https://media.licdn.com/dms/image/v2/C5603AQF4i84abl8v2px6nha9tnvp5vj46tnk2rpyyk2w1k9zl7/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-03-28 14:11,No
